dF,dR,dC,dt,N
0.00018748,0.00013515,0.0061382,0.000651,1
0.05169,0.013265,0.70986,0.00097,1
0.00060965,0.00034812,0.02615,0.001162,2
8.4558e-06,7.2593e-07,0.00014807,0.000627,2
6.2435e-05,0.00048166,0.0071753,0.000965,1
3.7606e-05,7.321e-06,0.00031696,0.000659,2
8.5016e-05,0.00013764,0.0075904,0.001369,1
0.0010584,0.00098593,0.061079,0.00064,1
0.00014151,0.0020469,0.04518,0.000961,1
0.00044761,0.00038673,0.014322,0.000958,1
2.0556e-07,1.7572e-07,2.1391e-06,0.000668,1
1.055e-05,3.2235e-06,0.00016304,0.00069,1
0.034441,0.010884,0.69204,0.001469,2
0.0090891,0.002079,0.11146,0.000898,1
1.2639e-05,5.766e-06,0.0002118,0.00115,1
7.4094e-07,2.5681e-07,1.5738e-05,0.000638,1
0.14388,0.66624,29.156,0.001201,2
2.6188e-06,2.389e-06,0.00013943,0.000683,1
0.00035366,0.00016969,0.0051046,0.000695,1
0.90795,0.16239,10.731,0.000905,1
0.0011561,0.00010394,0.01962,0.001127,2
2.8133e-05,4.6888e-06,0.00020737,0.000941,2
0.006391,0.0024332,0.083784,0.001185,1
8.4452e-05,2.1199e-05,0.00093511,0.000914,1
1.8492e-06,5.4424e-06,0.00029402,0.000704,1
0.00022332,0.00011178,0.0045517,0.001028,1
9.1715e-05,2.7492e-05,0.0013322,0.001129,1
1.92e-05,9.2874e-06,0.00067376,0.000681,1
0.0031798,0.0012255,0.057459,0.00119,1
4.1156e-06,6.5119e-06,0.00031669,0.00122,1
4.3211e-05,7.2327e-06,0.0012729,0.000658,1
0.71969,0.050262,7.0755,0.000975,3
0.0036861,0.0044692,0.12597,0.00115,2
0.00023459,2.5171e-05,0.016323,0.000696,1
0.019563,0.0067936,0.2865,0.000971,1
2.2479e-05,7.8475e-06,0.00023944,0.000942,1
0.00052086,5.0505e-05,0.0076776,0.001155,1
5.0455e-07,4.3768e-07,9.3342e-06,0.000944,1
2.2264e-06,7.119e-07,2.6643e-05,0.00117,1
3.1042e-05,5.4175e-06,0.00039822,0.000706,1
0.0014753,0.00055061,0.013462,0.001242,1
1.2618e-05,3.6638e-05,0.0010047,0.000676,1
0.010803,0.007414,0.12401,0.001122,1
8.0333e-05,3.9754e-05,0.002987,0.000923,1
4.5861e-06,4.3331e-05,0.00088887,0.000689,1
2.9168e-05,2.3091e-06,0.00028909,0.001002,1
7.7592e-06,3.389e-06,9.5214e-05,0.000915,1
3.2618e-06,2.9297e-06,8.387e-05,0.000921,1
2.6807e-05,2.0948e-05,0.00076644,0.001122,1
2.7674e-05,1.1623e-06,0.00029792,0.000983,1
1.8394e-05,5.5821e-06,0.00019158,0.000672,1
6.7074e-06,4.2632e-06,0.00016496,0.000729,1
2.3465e-05,5.6273e-06,0.00037762,0.000693,2
4.8788e-06,2.3471e-06,9.5808e-05,0.001001,1
7.6092e-06,9.3798e-07,0.00024303,0.00064,1
0.0015629,0.0054805,0.067352,0.000961,1
3.2355e-05,1.2277e-05,0.00053042,0.00092,2
0.00015117,1.3397e-05,0.0023214,0.000935,2
2.3474e-05,6.2985e-06,0.0002986,0.00093,2
5.5221e-07,1.2234e-06,2.1975e-05,0.000922,1
3.2583e-05,1.6368e-06,0.00020028,0.000922,1
9.4514e-07,1.38e-07,9.0695e-06,0.00093,1
0.00050333,0.0025778,0.011024,0.000948,1
6.1829e-06,6.8042e-06,0.00045608,0.00092,1
1.1703e-05,9.004e-07,0.00027654,0.001288,1
8.4361e-07,1.5872e-06,4.5819e-05,0.00064,1
1.1665e-06,1.5787e-06,8.2131e-05,0.000674,2
5.3062e-07,1.5949e-07,7.8596e-06,0.00072,1
7.4254e-06,2.2176e-06,7.051e-05,0.000901,1
1.0656e-05,7.419e-07,0.00013457,0.000949,1
0.00010616,9.2329e-05,0.0029671,0.000878,1
7.7004e-05,2.989e-05,0.00083123,0.001146,1
1.3778e-07,8.8063e-07,1.5568e-05,0.000687,1
1.0829e-06,1.2961e-06,1.1791e-05,0.000627,1
1.1992e-06,2.1486e-06,3.7677e-05,0.000678,1
0.00010442,1.2074e-05,0.001756,0.000691,1
5.6284e-06,3.716e-06,0.0002035,0.000666,1
3.1693e-06,2.8057e-07,4.4387e-05,0.000951,1
1.6774e-05,6.927e-06,0.0001644,0.001108,1
0.00030656,0.0006691,0.017988,0.001123,1
4.3283e-05,5.8022e-05,0.0014448,0.001198,1
1.7315e-05,1.7082e-05,0.00028648,0.001485,1
0.00060262,0.0010092,0.013989,0.000944,1
5.7694e-05,8.4246e-06,0.00078483,0.001252,1
2.791e-06,9.5533e-05,0.0022281,0.000655,1
1.0247e-05,1.0101e-06,0.00015953,0.000919,1
2.1085e-05,6.0957e-06,0.00042202,0.000703,1
1.8839e-06,0.00083401,0.020453,0.000958,1
5.1519e-07,4.3731e-07,1.0429e-05,0.000683,1
3.3748e-05,1.7396e-05,0.00045776,0.000916,1
1.9094e-05,8.1405e-06,0.00058189,0.001367,1
6.2058e-06,1.4606e-05,0.00063065,0.001238,1
1.0763e-06,6.4425e-07,2.118e-05,0.000905,1
0.00096541,0.001435,0.010059,0.000902,1
0.0007303,0.00010246,0.0085029,0.000739,1
3.954e-07,1.8441e-07,1.3521e-05,0.000951,1
5.3297e-06,2.1647e-05,0.0006633,0.001147,1
3.3286e-06,1.5075e-05,0.00049478,0.00118,1
7.1231e-05,1.0601e-05,0.0032089,0.000639,1
0.0012474,0.00027304,0.016219,0.001447,2
4.5641e-06,4.233e-06,9.5877e-05,0.000976,1
9.23e-05,1.5403e-05,0.00092056,0.001128,1
0.0025112,0.0027065,0.056166,0.000972,1
1.1605e-05,5.3669e-06,0.00028906,0.001127,1
0.00038482,0.00019601,0.0092595,0.000961,1
7.9308e-05,3.5392e-05,0.00044001,0.000914,1
0.001001,0.00025922,0.0082527,0.000621,1
1.2667e-05,5.3587e-05,0.0010412,0.000976,1
9.0325e-05,2.2365e-06,0.0011104,0.000899,1
2.8697e-05,2.226e-06,0.00017812,0.000667,1
0.0018042,0.0019365,0.10428,0.000646,1
1.8135e-06,2.1746e-05,0.00032035,0.000919,1
7.2478e-07,2.0747e-07,1.1229e-05,0.000957,1
1.9328e-06,8.029e-07,2.6792e-05,0.000762,1
9.8802e-07,3.6057e-07,1.167e-05,0.000642,1
0.00029568,4.0472e-05,0.0038665,0.001136,2
7.5522e-06,1.7394e-06,0.00013939,0.000705,1
1.1501e-06,2.441e-06,9.8928e-05,0.000667,1
5.6793e-06,1.0782e-06,4.7743e-05,0.000747,1
0.00019687,3.333e-05,0.002247,0.000967,1
8.067e-05,2.452e-06,0.00068676,0.000958,1
1.965e-05,7.898e-06,0.00044387,0.000708,2
0.00076259,0.00015588,0.013871,0.001295,2
6.6236e-07,5.8834e-07,2.9299e-05,0.000893,1
0.00026483,0.0026627,0.088633,0.000906,2
1.2795e-06,1.0174e-06,2.2995e-05,0.000716,1
0.0068731,0.0029406,0.10612,0.000693,1
2.0749e-05,2.4231e-05,0.00045256,0.000635,1
4.018e-06,3.0822e-06,9.6984e-05,0.000915,1
9.4567e-06,4.4621e-06,0.00017769,0.000693,1
0.00044182,0.00010657,0.016992,0.001183,1
0.00021114,3.2233e-05,0.0045354,0.001123,1
1.165e-05,4.9396e-07,0.00011739,0.000875,1
3.8298e-05,1.9444e-05,0.00055736,0.000669,1
0.00039065,0.00067603,0.038079,0.000721,1
0.00018726,8.8309e-05,0.0018367,0.001153,1
2.8537e-07,6.8173e-07,2.3051e-05,0.001204,1
2.946e-05,2.5509e-05,0.0011125,0.000959,1
0.00075711,0.00090588,0.028893,0.001219,1
0.00028061,5.2814e-06,0.006352,0.000644,2
6.7742e-06,1.3114e-06,0.00011564,0.000677,1
5.1994e-06,5.6426e-06,0.00060428,0.00072,1
3.3379e-07,1.4735e-07,9.6021e-06,0.000686,1
2.47e-05,1.0624e-05,0.00057332,0.000924,2
3.0958e-05,3.6476e-05,0.0013332,0.001368,1
0.00020339,3.511e-05,0.0030121,0.000927,1
4.813e-05,4.5855e-06,0.00043529,0.000884,2
5.0353e-05,9.1496e-05,0.0061762,0.000879,1
0.00032793,5.7679e-05,0.0034667,0.001179,1
0.00019059,7.4167e-05,0.002877,0.00113,2
0.00023601,0.00034962,0.0061361,0.00096,1
7.1152e-07,6.0157e-07,1.3982e-05,0.000671,1
0.00043695,0.00021896,0.0030047,0.000987,1
6.0423e-06,1.8225e-06,6.2675e-05,0.000626,1
0.00017292,6.1003e-05,0.001275,0.000926,1
0.00048671,4.1322e-05,0.0053108,0.000921,2
6.037e-06,2.7396e-06,8.6436e-05,0.000927,1
2.4567e-06,2.142e-07,2.3718e-05,0.000671,1
3.3158e-05,1.7882e-05,0.0005303,0.001145,1
1.2223e-05,3.9413e-06,0.0001325,0.000921,1
2.8194e-05,2.3691e-06,0.00022467,0.00091,1
2.2336e-05,1.308e-05,0.00045132,0.000669,1
3.7158e-06,2.2924e-06,4.8966e-05,0.000743,1
3.3308e-07,3.0147e-07,1.1869e-05,0.001017,1
0.0005685,0.00032525,0.0058233,0.000699,1
1.7128e-05,4.4681e-05,0.0011615,0.000708,1
0.00021381,0.00016287,0.0054203,0.001212,2
5.9932e-05,1.5362e-05,0.0013107,0.000905,2
0.00056218,0.00014457,0.011743,0.000679,1
0.0097851,0.0047971,0.13622,0.000994,1
0.00011384,4.1776e-05,0.0019333,0.000909,1
1.8858e-06,6.4036e-07,2.0401e-05,0.000927,2
0.0006487,0.0011881,0.032127,0.000908,1
1.9144e-05,2.1027e-06,0.00037139,0.001403,2
0.00013391,8.1769e-05,0.0090678,0.000675,2
0.069862,0.047947,1.606,0.001045,1
1.8411e-06,3.93e-07,3.0087e-05,0.000955,1
2.4791e-06,1.5602e-06,3.1954e-05,0.000636,2
0.00020233,2.0293e-05,0.0022623,0.000927,1
7.7227e-07,9.2991e-07,3.6219e-05,0.000647,1
4.1049e-05,4.0231e-06,0.00094901,0.00105,2
1.8483e-05,1.6722e-06,0.00025212,0.000642,1
8.6093e-06,1.6157e-06,0.00010231,0.000674,1
1.8085e-05,1.7075e-06,0.00015733,0.00064,1
0.0019557,0.0017,0.059794,0.001322,1
2.728e-05,3.2439e-06,0.00017137,0.0009,1
8.4698e-05,4.2149e-05,0.0022716,0.00112,1
0.0045807,0.00026971,0.075851,0.001012,2
9.8027e-07,1.2646e-06,3.6483e-05,0.000673,1
0.0016493,0.00046172,0.015475,0.000664,1
7.0749e-05,2.7405e-05,0.0020638,0.000708,1
6.0179e-06,1.2989e-06,8.7659e-05,0.00104,1
6.4565e-06,1.1971e-06,5.3558e-05,0.000692,1
3.5315e-05,1.2641e-05,0.0004589,0.000941,1
0.033277,0.011081,0.94613,0.000902,1
1.9314e-06,7.9035e-07,3.4259e-05,0.000683,2
4.7221e-05,2.1366e-05,0.00069754,0.00094,1
4.6477e-05,8.6705e-06,0.00057008,0.001011,1
0.050364,0.016454,0.55557,0.001469,1
5.5893e-07,8.0923e-06,0.00029599,0.000677,1
1.1051e-05,1.013e-05,0.00031494,0.000685,1
1.8112e-05,3.7807e-06,0.00019828,0.000698,1
0.0021106,0.00016299,0.024553,0.001254,1
0.00022749,1.8494e-05,0.0025634,0.000676,2
4.7021e-05,1.6296e-05,0.00058087,0.000898,1
0.0033015,0.0015994,0.060851,0.001213,2
0.00034934,0.00055785,0.019024,0.00121,1
5.6369e-05,1.49e-05,0.0008303,0.001157,1
0.037194,0.66804,28.846,0.001424,2
4.3226e-05,6.7181e-06,0.00099755,0.000674,2
5.0514e-05,7.1985e-06,0.00081884,0.000882,1
1.0154e-05,2.6304e-06,0.00015286,0.000674,2
1.4205e-05,2.4985e-06,0.00021747,0.00096,1
0.0001009,8.705e-06,0.0011472,0.000931,2
0.00059235,0.00017564,0.0062202,0.000911,1
2.1294e-05,3.4545e-06,0.00028516,0.000622,1
2.6987e-05,0.00011729,0.0029703,0.000705,1
3.7905e-05,2.3578e-06,0.00047088,0.000616,1
2.0721e-05,1.1961e-06,0.00024003,0.000958,2
3.8771e-05,0.001715,0.031753,0.001441,2
4.1108e-05,5.5041e-06,0.0011824,0.000969,1
0.0020015,0.00096599,0.037206,0.000927,1
0.0001083,2.4917e-05,0.0010847,0.000957,1
3.5879e-07,8.3927e-07,2.0495e-05,0.000899,1
7.6873e-07,3.8673e-07,1.0515e-05,0.00089,1
5.9765e-06,1.7153e-06,5.3676e-05,0.000668,1
1.766e-05,1.0003e-05,0.00022451,0.00099,1
8.1201e-06,4.2556e-07,7.4241e-05,0.001225,1
0.00019083,3.2347e-05,0.0015998,0.001141,2
0.00013868,1.7704e-05,0.0014498,0.000937,1
4.7096e-06,8.1176e-07,3.8992e-05,0.000701,1
2.3844e-05,5.2214e-06,0.00041887,0.000954,1
8.8184e-07,2.1982e-06,8.849e-05,0.000662,1
9.8737e-05,3.2925e-05,0.00066642,0.000714,1
0.0010546,0.00058903,0.029854,0.000902,1
1.7785e-07,2.4233e-06,4.2686e-05,0.000668,1
0.00012435,4.4044e-05,0.0016027,0.000655,2
7.496e-05,1.55e-05,0.00072675,0.0012,1
2.0768e-05,2.2878e-06,0.00024094,0.000889,2
1.3382e-05,3.1302e-06,0.00016576,0.000921,1
6.5092e-05,1.6418e-05,0.00084875,0.001548,1
5.5626e-06,7.8309e-07,4.0326e-05,0.000632,1
0.0014109,0.00069385,0.014481,0.000874,1
6.4824e-05,5.7695e-06,0.00084672,0.000699,1
0.00012601,1.0617e-05,0.0014646,0.000674,1
4.4363e-07,1.8312e-06,4.5452e-05,0.000633,1
1.0875e-05,2.5644e-06,0.00012008,0.001167,1
0.015987,0.0053724,0.15119,0.001122,1
8.6276e-06,5.401e-06,0.00019255,0.001193,1
6.1829e-07,7.7352e-06,0.00015859,0.000695,1
5.0782e-05,4.7427e-06,0.00077978,0.000763,2
8.8304e-05,1.7369e-06,0.00098388,0.001014,2
0.0021384,0.0017874,0.10314,0.000899,1
0.00026641,0.00033593,0.012673,0.000964,1
0.00028759,0.0035001,0.10439,0.001362,1
0.00053808,2.3212e-05,0.010192,0.000884,2
4.3013e-06,7.0167e-06,0.0001081,0.000673,1
6.3732e-06,7.4194e-06,0.00015321,0.00092,1
2.3306e-05,2.0617e-05,0.00029992,0.001205,1
5.9886e-05,0.00030569,0.0066923,0.000944,1
1.6948e-05,2.1641e-05,0.00077631,0.000878,1
1.6035e-05,3.4623e-06,0.00019055,0.000667,1
0.00011345,4.7034e-05,0.0021307,0.000898,1
8.7535e-06,7.174e-06,0.0002086,0.001113,1
0.00028523,1.2108e-05,0.0047173,0.00098,1
3.8771e-05,1.058e-05,0.00078165,0.000693,1
0.00015448,2.6241e-05,0.0016368,0.00079,1
0.00083873,0.00016366,0.014128,0.000711,1
0.00077578,0.00011909,0.013607,0.000936,2
0.003766,0.0016734,0.041967,0.001416,1
0.0015772,0.0015184,0.098648,0.000677,1
4.2481e-06,2.698e-06,4.6089e-05,0.000711,1
0.00014049,0.00011573,0.0025246,0.00064,1
6.9665e-05,7.7522e-06,0.00099121,0.000672,1
2.3022e-07,6.7637e-07,6.4033e-05,0.000929,2
0.0020909,9.9882e-05,0.035572,0.000889,1
0.055443,0.0037942,1.4334,0.001126,3
8.0786e-06,2.5387e-06,0.00015629,0.000692,1
0.0002224,8.433e-05,0.0019417,0.000665,1
5.4173e-06,2.7832e-05,0.0014358,0.001126,1
1.961e-07,1.3951e-06,1.5677e-05,0.000701,1
2.4435e-06,8.1307e-07,7.1585e-05,0.000717,2
9.2945e-05,4.6274e-05,0.00059368,0.000696,1
1.6382e-05,4.3849e-05,0.0015961,0.000685,1
9.7225e-06,4.1673e-06,0.00025741,0.000696,1
0.00010617,5.6355e-05,0.0019857,0.000672,1
5.5252e-05,1.5006e-05,0.00071054,0.001384,3
0.044224,0.010309,0.64114,0.001126,1
1.7561e-05,1.0678e-05,0.00038368,0.000717,1
0.00060932,5.165e-05,0.0067424,0.001166,1
2.7753e-06,1.9348e-06,9.8046e-05,0.000673,1
1.4326e-06,3.5007e-06,0.00040237,0.001004,1
0.0067286,0.0024428,0.095445,0.000675,1
2.9654e-06,1.5488e-07,3.5533e-05,0.001146,1
0.010052,0.0018649,0.085837,0.001165,1
0.00017804,1.0838e-05,0.010919,0.00089,1
3.5787e-06,4.6346e-07,8.0258e-05,0.000656,1
0.00020794,9.0063e-05,0.003268,0.000942,1
0.00012903,0.00010135,0.0031403,0.001194,1
0.002121,0.00045845,0.016905,0.00062,1
9.3679e-06,1.2198e-05,0.00045467,0.001222,1
2.1648e-06,1.0927e-06,2.3079e-05,0.000899,1
2.8382e-05,2.0449e-05,0.00054168,0.001177,1
0.019798,0.0091158,0.22613,0.001453,1
0.0061842,0.0022477,0.12269,0.000897,1
1.8707e-05,1.3962e-06,0.00029968,0.000709,1
1.4787e-05,1.696e-05,0.00040036,0.000668,1
0.00059532,0.00020838,0.0079384,0.001141,1
4.249e-06,6.2792e-07,7.8165e-05,0.000643,1
0.00024639,0.00097667,0.031045,0.001255,2
2.4989e-06,1.3688e-06,5.2232e-05,0.000668,1
1.0263e-06,8.9801e-07,3.6048e-05,0.000928,1
3.5988e-05,4.9255e-06,0.00037173,0.000656,2
0.20841,0.015085,3.1529,0.000694,1
158.61,0.66702,1273.5,0.00094,1
5.1438e-05,8.8668e-07,0.00034351,0.000697,1
1.2708e-05,1.2038e-06,0.0001643,0.001054,1
0.00012583,0.00055571,0.01545,0.00113,1
1.3438e-05,1.6117e-06,0.00013634,0.000689,1
2.6873e-06,3.7643e-06,6.0399e-05,0.000956,1
2.2895e-05,0.00025906,0.0030815,0.000932,1
2.7352e-06,5.5207e-06,0.00031569,0.000675,2
7.7474e-07,1.8344e-06,6.2273e-05,0.000715,2
3.9196e-05,3.8171e-06,0.0002862,0.000725,1
0.0040724,0.0057719,0.15938,0.001129,1
3.2023e-05,2.14e-05,0.00081693,0.000669,1
3.142e-07,2.2118e-06,0.00012619,0.001194,1
2.9529e-05,2.6309e-06,0.00023732,0.000951,2
1.2217e-05,9.0578e-05,0.0025866,0.000867,1
0.00015616,0.00063422,0.019021,0.00095,1
0.0023216,0.0016186,0.08735,0.000885,1
2.3807e-05,5.8033e-06,0.00026215,0.000944,1
0.011824,0.0049616,0.14361,0.001204,1
0.00015345,0.0001635,0.0046699,0.000671,1
3.5263e-05,1.2815e-05,0.0005268,0.000667,1
1.555e-05,1.6035e-05,0.00046838,0.001417,1
1.8883e-06,1.4498e-06,5.6458e-05,0.001353,1
6.4361e-05,2.9687e-05,0.0011577,0.00112,1
1.1158e-05,2.7118e-05,0.00095483,0.000714,2
4.0003e-05,7.6035e-05,0.002267,0.000715,1
6.7703e-05,4.0245e-06,0.0006157,0.000911,2
0.00033404,0.00071178,0.025321,0.000954,1
0.00023415,0.00045364,0.015717,0.000722,1
0.00028647,0.00026325,0.0079074,0.000909,2
0.0012975,0.0029662,0.054132,0.001159,1
0.0077725,0.0018679,0.11471,0.001151,2
1.0285e-05,1.0368e-06,0.00016235,0.001228,1
9.5986e-06,9.7778e-07,0.00011539,0.000664,1
1.0598e-05,9.8121e-07,0.00012523,0.00067,1
7.823e-05,0.00022507,0.0055808,0.000883,1
6.8191e-05,3.0489e-05,0.00095718,0.000663,1
4.3211e-06,7.4561e-06,0.00029074,0.000904,1
6.5166e-05,3.5163e-06,0.00069913,0.000666,1
2.0583e-05,4.2639e-06,0.00030465,0.000951,1
8.19e-06,7.0584e-07,9.8249e-05,0.000693,1
4.1185e-06,1.6976e-06,6.808e-05,0.000997,1
1.3561e-06,1.6862e-06,0.0001281,0.000969,1
1.5151e-05,1.8582e-06,0.0001382,0.000905,1
9.2773e-05,8.087e-05,0.00086875,0.001149,1
3.2658e-05,1.5754e-06,0.00054918,0.001157,1
6.4433e-06,6.319e-07,7.7648e-05,0.000666,2
4.1247e-06,9.0822e-07,0.00011152,0.00066,1
1.814e-06,1.6825e-06,5.9991e-05,0.000911,1
6.5308e-07,4.4149e-07,2.0566e-05,0.000692,1
8.0279e-06,1.4437e-06,8.4942e-05,0.001563,1
5.737e-06,3.9213e-07,6.4599e-05,0.000978,2
3.9557e-05,1.3804e-05,0.0016481,0.00138,1
2.7569e-06,8.2445e-06,0.00034861,0.000663,1
2.648e-05,2.0945e-05,0.00042928,0.000703,1
0.0084989,0.0051527,0.29718,0.00119,1
5.5027e-06,7.6219e-06,0.00046433,0.00095,1
0.00047657,5.0411e-05,0.0074341,0.00095,1
5.9293e-06,1.3001e-06,7.8721e-05,0.000675,1
0.00010605,0.0021933,0.045825,0.00138,1
3.2552e-05,3.0946e-05,0.0011476,0.000906,1
4.3814e-06,2.4036e-06,0.00011105,0.001008,2
7.487e-05,2.8336e-05,0.0013492,0.000656,1
1.9641e-06,4.2664e-07,1.599e-05,0.000696,1
1.62e-05,2.3177e-06,0.00036116,0.000696,1
0.00011757,1.3895e-05,0.00099927,0.000714,1
0.0068817,0.00076987,0.075656,0.000907,1
1.4915e-06,1.9846e-07,1.2838e-05,0.001151,1
1.9023e-05,2.8075e-06,0.00029127,0.000727,1
0.00029816,0.00043125,0.0098342,0.000949,1
0.00039728,8.1918e-06,0.0022904,0.001384,2
5.7248e-05,6.871e-07,0.00077263,0.000742,1
1.3409e-05,3.5451e-06,0.00014444,0.000659,1
0.00010879,9.5873e-05,0.0048609,0.001277,4
3.7391e-05,3.046e-06,0.00047405,0.0007,1
1.8621e-05,3.2908e-05,0.0012084,0.000892,1
0.012006,0.0029917,0.11013,0.001202,1
1.0074e-05,8.3584e-06,0.00021869,0.000891,1
7.0335e-05,1.7621e-05,0.0009419,0.001106,1
7.8712e-06,8.6052e-06,0.00043217,0.000646,1
7.0874e-05,6.2241e-05,0.0023214,0.001207,3
0.0065501,0.0022128,0.12915,0.001224,1
3.3738e-05,3.8506e-05,0.0011464,0.000928,1
7.734e-06,1.0356e-05,0.00031288,0.000671,1
0.015943,0.0096146,0.26671,0.001126,2
0.00021001,0.00016535,0.0103,0.000925,1
6.5959e-06,2.162e-06,0.00013737,0.000921,1
1.5421e-06,5.7668e-07,1.8649e-05,0.000618,1
7.0784e-05,3.646e-05,0.0013156,0.000904,1
7.6461e-05,6.5191e-05,0.0015487,0.000691,1
5.7515e-05,4.1363e-05,0.0016617,0.000655,1
0.013088,0.0025153,0.14364,0.000963,1
1.6344e-05,7.2242e-07,0.00019358,0.000691,1
8.7499e-06,2.4646e-06,0.00011594,0.000946,1
2.4465e-05,1.8944e-05,0.00036834,0.000644,1
3.8466e-05,3.2465e-06,0.0013364,0.001041,2
3.3776e-06,2.9286e-06,7.5817e-05,0.001282,2
3.012e-05,4.7114e-05,0.001948,0.000935,1
1.1419e-05,3.9288e-06,0.00021991,0.000642,1
0.00058865,0.00043062,0.015649,0.000676,1
1.8017e-05,2.5837e-06,0.0002889,0.000965,1
2.9431e-06,4.5467e-06,0.00013705,0.000981,1
8.6249e-06,1.1557e-06,0.00010653,0.000651,1
3.3747e-06,5.5206e-06,0.00037036,0.00114,1
0.0005561,7.1119e-05,0.0071639,0.000644,1
0.0073938,0.0059806,0.13266,0.000905,1
7.0299e-06,1.967e-06,0.00013344,0.000923,1
0.00024023,0.00051041,0.015598,0.000972,1
6.231e-05,7.4789e-06,0.0012032,0.001176,1
0.00076728,0.00014076,0.014657,0.000698,1
0.021561,0.0058493,0.37167,0.001193,1
1.8364e-05,1.078e-06,0.00025727,0.001366,1
1.4666e-05,3.0321e-06,0.00022967,0.000647,1
0.00018711,4.739e-05,0.0029229,0.000665,1
6.2696e-05,5.4303e-05,0.0012625,0.001184,1
1.6588e-05,3.7124e-06,0.00021346,0.000902,1
0.0045092,0.00057284,0.083478,0.000657,1
0.0003031,0.00027502,0.0091743,0.000932,1
1.2394e-05,1.4839e-06,0.00013585,0.000653,1
0.015884,0.0079301,0.19476,0.000638,1
3.1692e-06,1.4716e-05,0.00093993,0.000676,1
4.552e-05,1.0485e-05,0.00036218,0.000667,2
0.00024734,0.00016349,0.0059427,0.001153,1
0.011804,0.020615,0.19223,0.000966,1
4.5743e-05,5.0625e-06,0.00041605,0.000695,1
0.00010494,1.9381e-05,0.0010402,0.001251,2
0.00034255,0.00010678,0.011186,0.001161,1
0.00010831,6.1406e-06,0.0011265,0.001106,1
1.1434e-05,7.6068e-06,0.00026407,0.000941,1
1.4343e-05,1.8416e-05,0.00069861,0.000974,1
0.00010608,9.1077e-06,0.0011356,0.000982,1
0.0015181,0.00039402,0.019732,0.001124,1
0.0014625,0.00018825,0.019705,0.000668,1
0.00017779,0.00012034,0.0052422,0.000668,1
1.2909e-05,2.1283e-06,0.00012924,0.000893,2
5.1241e-05,1.2727e-05,0.0010903,0.0007,1
0.022112,0.0035868,0.23641,0.001153,1
6.6331e-07,2.1366e-06,2.9345e-05,0.000967,1
0.00011766,6.7565e-05,0.0024486,0.001149,1
1.9371e-05,1.5106e-05,0.0010866,0.001196,1
0.00096034,0.00050505,0.010846,0.000638,1
0.0001739,9.6657e-06,0.00182,0.000979,3
1.2058e-05,1.6269e-05,0.00034293,0.001185,1
7.3694e-05,1.3161e-05,0.00098812,0.000955,1
1.4641e-06,5.0339e-07,1.4662e-05,0.000902,1
2.4928e-05,2.509e-06,0.00020601,0.000903,1
0.086511,0.088347,1.9013,0.001191,1
1.5379e-05,3.7226e-06,0.00058082,0.000883,1
2.9655e-05,2.8058e-06,0.00030076,0.000909,1
1.2691e-05,1.2833e-06,0.00013864,0.000701,1
69.011,0.16818,1099.5,0.001161,1
0.00036664,0.00019189,0.0052863,0.000885,1
0.00010265,9.8278e-05,0.00070995,0.001158,1
8.9437e-06,4.3288e-06,0.00015845,0.001195,1
0.0024791,0.0015557,0.059852,0.000927,1
0.00073752,0.00033659,0.0097637,0.000905,1
1.296e-05,3.7995e-06,0.00017159,0.00064,1
0.0016131,0.0020067,0.066502,0.000707,1
0.00035898,3.1585e-05,0.0040618,0.000914,1
8.3189e-06,1.2289e-06,0.00015044,0.000712,1
0.0019777,0.0015394,0.046232,0.000946,1
6.4952e-07,1.1977e-06,4.6958e-05,0.000683,1
3.6741e-05,8.7297e-06,0.0008637,0.00112,1
4.6396e-05,2.9257e-06,0.00058157,0.000924,1
2.9829e-05,2.9599e-06,0.00037266,0.000647,2
1.6999e-06,2.2237e-06,0.0001204,0.000735,1
1.0924e-05,2.1381e-05,0.00024313,0.000682,2
0.0017327,0.00092421,0.04273,0.001207,1
1.1671e-05,2.2691e-06,0.00011593,0.000666,1
0.00056954,7.0759e-05,0.007715,0.00088,1
1.1844e-05,1.1435e-05,0.00028417,0.000921,1
0.0015313,0.00022173,0.013847,0.001411,3
1.7923e-06,7.6506e-07,2.6581e-05,0.000644,1
0.00064844,0.0001019,0.018761,0.000698,1
0.00010459,0.0001306,0.0051114,0.001183,1
4.7917e-07,1.0684e-06,5.5358e-05,0.000639,1
0.0068009,0.0010826,0.088424,0.000674,2
0.00015506,0.0008988,0.031315,0.000901,1
1.8341e-07,2.6191e-07,1.1043e-05,0.000712,1
0.00021708,0.00067918,0.013758,0.000921,1
3.3104e-06,1.6052e-06,2.483e-05,0.001183,2
4.1425e-06,7.4759e-07,2.5896e-05,0.000932,1
0.011901,0.00074764,0.18017,0.001134,2
1.7187e-07,9.4452e-07,2.2706e-05,0.000966,2
1.6381e-05,1.0355e-05,0.0003016,0.001148,1
1.7469e-06,1.1727e-06,7.7837e-05,0.000947,1
8.0306e-06,1.6267e-06,0.00012628,0.00067,1
5.4373e-06,2.7448e-06,0.00011644,0.001002,1
8.1579e-06,2.1555e-05,0.00072234,0.001271,1
4.1996e-06,6.1476e-07,5.2183e-05,0.001159,1
2.1489e-06,8.4956e-07,1.7823e-05,0.000693,1
7.7089e-06,2.2574e-06,7.4399e-05,0.000669,1
